,location,total_sqft,bath,balcony,price,bhk
8192,others,1600.0,3.0,3.0,90.0,3.0
8193,others,1200.0,4.0,0.0,135.0,4.0
8194,others,1200.0,2.0,2.0,35.0,2.0
8195,others,1500.0,3.0,2.0,115.0,3.0
8196,others,1824.0,3.0,3.0,125.0,3.0
8197,others,750.0,1.0,0.0,56.25,1.0
8198,others,1060.0,2.0,2.0,42.0,2.0
8199,others,1500.0,3.0,2.0,62.0,3.0
8200,others,1339.0,2.0,2.0,55.0,2.0
8201,others,1600.0,3.0,2.0,75.0,3.0
8202,others,1225.0,2.0,2.0,55.11,2.0
8203,others,1000.0,2.0,1.0,50.0,2.0
8204,others,6000.0,5.0,3.0,400.0,4.0
8205,others,2400.0,3.0,2.0,170.0,3.0
8206,others,1480.0,2.0,2.0,65.0,2.0
8207,others,1500.0,2.0,2.0,98.0,3.0
8208,others,3095.0,3.0,3.0,350.0,3.0
8209,others,910.0,2.0,1.0,30.5,2.0
8210,others,1200.0,1.0,1.0,28.0,1.0
8211,others,1500.0,3.0,3.0,100.0,3.0
8212,others,1133.0,2.0,2.0,55.0,2.0
8213,others,1560.0,5.0,1.0,145.0,5.0
8214,others,2900.0,5.0,2.0,90.0,5.0
8215,others,1560.0,3.0,1.0,188.0,3.0
8216,others,856.0,2.0,3.0,40.0,2.0
8217,others,14000.0,3.0,2.0,800.0,4.0
8218,others,485.0,1.0,1.0,15.0,1.0
8219,others,1384.0,3.0,2.0,62.28,3.0
8220,others,1508.0,3.0,2.0,70.25,3.0
8221,others,2150.0,4.0,1.0,80.0,4.0
8222,others,1600.0,3.0,2.0,52.0,3.0
8223,others,1250.0,2.0,1.0,62.0,2.0
8224,others,1200.0,3.0,1.0,130.0,3.0
8225,others,1050.0,2.0,1.0,67.0,2.0
8226,others,1596.0,3.0,1.0,105.0,3.0
8227,others,1800.0,3.0,3.0,80.0,3.0
8228,others,925.0,2.0,2.0,48.0,2.0
8229,others,1395.0,2.0,1.0,63.59,2.0
8230,others,1200.0,3.0,1.0,85.0,3.0
8231,others,1132.0,2.0,1.0,67.0,2.0
8232,others,1262.0,2.0,2.0,63.0,2.0
8233,others,1515.0,3.0,3.0,88.0,3.0
8234,others,1655.0,3.0,2.0,86.06,3.0
8235,others,5000.0,7.0,2.0,299.0,7.0
8236,others,1380.0,2.0,1.0,80.0,2.0
8237,others,1450.0,3.0,1.0,65.0,3.0
8238,others,1200.0,2.0,1.0,54.0,2.0
8239,others,4346.0,5.0,2.0,500.0,4.0
8240,others,1178.0,2.0,3.0,47.0,2.0
8241,others,2200.0,3.0,2.0,187.0,3.0
8242,others,3329.0,3.0,2.0,330.0,3.0
8243,others,3600.0,4.0,2.0,300.0,4.0
8244,others,3500.0,3.0,3.0,450.0,4.0
8245,others,1595.0,3.0,2.0,76.0,3.0
8246,others,1093.0,2.0,2.0,65.0,2.0
8247,others,1367.0,2.0,2.0,62.0,2.0
8248,others,1535.0,3.0,1.0,95.0,3.0
8249,others,1015.0,2.0,1.0,45.0,2.0
8250,others,1100.0,2.0,1.0,62.7,2.0
8251,others,930.0,2.0,1.0,45.0,2.0
8252,others,1650.0,2.0,2.0,80.0,3.0
8253,others,2197.0,4.0,3.0,280.0,3.0
8254,others,1240.0,2.0,2.0,46.0,3.0
8255,others,1100.0,2.0,1.0,60.0,2.0
8256,others,1600.0,3.0,1.0,172.0,4.0
8257,others,1450.0,2.0,2.0,85.0,3.0
8258,others,2000.0,3.0,1.0,166.0,4.0
8259,others,700.0,2.0,0.0,27.0,2.0
8260,others,1050.0,2.0,1.0,45.0,2.0
8261,others,1250.0,3.0,3.0,39.5,3.0
8262,others,1756.0,3.0,3.0,100.0,3.0
8263,others,1532.0,3.0,3.0,92.0,3.0
8264,others,1650.0,3.0,0.0,110.0,3.0
8265,others,1200.0,2.0,2.0,66.0,2.0
8266,others,1180.0,2.0,2.0,48.0,2.0
8267,others,1525.0,2.0,3.0,122.0,3.0
8268,others,1435.0,3.0,3.0,70.0,3.0
8269,others,1560.0,2.0,3.0,66.0,3.0
8270,others,1070.0,2.0,2.0,42.0,2.0
8271,others,2400.0,3.0,2.0,200.0,4.0
8272,others,1000.0,2.0,1.0,130.0,2.0
8273,others,1300.0,2.0,1.0,60.0,2.0
8274,others,3040.0,1.0,1.0,180.0,2.0
8275,others,1310.0,2.0,3.0,50.0,3.0
8276,others,1390.0,3.0,1.0,120.0,3.0
8277,others,1200.0,4.0,2.0,72.0,4.0
8278,others,1135.0,2.0,2.0,68.0,2.0
8279,others,900.0,2.0,1.0,55.0,2.0
8280,others,1378.0,2.0,3.0,42.33,3.0
8281,others,1210.0,2.0,2.0,62.0,2.0
8282,others,1464.0,3.0,2.0,56.0,3.0
8283,others,2500.0,3.0,1.0,250.0,3.0
8284,others,1600.0,3.0,0.0,80.0,3.0
8285,others,1250.0,3.0,1.0,39.5,3.0
8286,others,1100.0,2.0,2.0,50.0,2.0
8287,others,1269.72,2.0,2.0,68.0,2.0
8288,others,1168.0,3.0,0.0,70.0,3.0
8289,others,1552.0,2.0,1.0,51.0,2.0
8290,others,2100.0,4.0,2.0,155.0,4.0
8291,others,1300.0,2.0,2.0,65.0,2.0
8292,others,1515.0,3.0,3.0,93.93,3.0
8293,others,2400.0,5.0,1.0,85.0,4.0
8294,others,1243.0,2.0,1.0,58.0,2.0
8295,others,1616.0,3.0,1.0,75.0,3.0
8296,others,1800.0,6.0,0.0,44.5,5.0
8297,others,2700.0,4.0,2.0,214.0,6.0
8298,others,2000.0,3.0,2.0,210.0,3.0
8299,others,2400.0,4.0,1.0,300.0,5.0
8300,others,1760.0,3.0,3.0,176.0,3.0
8301,others,595.0,1.0,1.0,42.0,1.0
8302,others,1410.0,2.0,3.0,67.0,2.0
8303,others,1090.0,2.0,1.0,31.48,2.0
8304,others,1254.0,2.0,1.0,53.0,2.0
8305,others,2800.0,7.0,2.0,125.0,7.0
8306,others,1170.0,2.0,2.0,86.0,2.0
8307,others,2200.0,4.0,3.0,235.0,4.0
8308,others,1000.0,2.0,1.0,50.0,2.0
8309,others,920.0,2.0,0.0,35.0,2.0
8310,others,2400.0,3.0,2.0,142.0,4.0
8311,others,1464.0,3.0,2.0,56.0,3.0
8312,others,1280.0,2.0,2.0,40.0,2.0
8313,others,2000.0,3.0,2.0,85.0,3.0
8314,others,3817.0,2.0,2.0,124.0,2.0
8315,others,1650.0,3.0,3.0,175.0,3.0
8316,others,840.0,2.0,2.0,27.0,2.0
8317,others,1670.0,3.0,3.0,91.86,3.0
8318,others,1242.0,2.0,3.0,39.7,2.0
8319,others,1690.0,2.0,2.0,55.0,3.0
8320,others,1488.0,3.0,2.0,57.0,3.0
8321,others,1250.0,2.0,1.0,80.0,3.0
8322,others,1650.0,4.0,2.0,160.0,3.0
8323,others,800.0,2.0,3.0,50.0,2.0
8324,others,1225.0,2.0,2.0,150.0,2.0
8325,others,1260.0,2.0,2.0,58.0,2.0
8326,others,3675.0,4.0,3.0,367.0,4.0
8327,others,1200.0,2.0,2.0,150.0,2.0
8328,others,1250.0,2.0,2.0,65.0,2.0
8329,others,1225.0,2.0,2.0,48.0,2.0
8330,others,1350.0,2.0,1.0,80.0,2.0
8331,others,2000.0,3.0,1.0,100.0,3.0
8332,others,1614.0,3.0,1.0,110.0,3.0
8333,others,1188.0,2.0,3.0,73.0,2.0
8334,others,1480.0,3.0,2.0,90.0,3.0
8335,others,680.0,2.0,0.0,42.0,2.0
8336,others,2400.0,2.0,1.0,95.0,2.0
8337,others,1045.0,2.0,2.0,42.0,2.0
8338,others,955.0,2.0,3.0,53.55,2.0
8339,others,1115.0,2.0,2.0,56.87,2.0
8340,others,2479.13,3.0,1.0,215.0,3.0
8341,others,1100.0,2.0,0.0,106.0,2.0
8342,others,1690.0,3.0,2.0,75.0,3.0
8343,others,1068.0,2.0,1.0,40.05,2.0
8344,others,1925.0,3.0,2.0,120.0,3.0
8345,others,650.0,1.0,1.0,26.0,1.0
8346,others,1410.0,2.0,2.0,45.12,3.0
8347,others,2000.0,3.0,3.0,207.0,3.0
8348,others,1050.0,2.0,0.0,110.0,2.0
8349,others,1130.0,3.0,1.0,38.0,3.0
8350,others,2204.0,2.0,3.0,305.0,3.0
8351,others,900.0,2.0,1.0,45.0,2.0
8352,others,1550.0,2.0,3.0,70.0,3.0
8353,others,916.0,2.0,1.0,42.0,2.0
8354,others,1358.0,3.0,3.0,50.0,3.0
8355,others,1936.0,2.0,2.0,54.21,3.0
8356,others,1685.0,2.0,1.0,110.0,3.0
8357,others,850.0,2.0,1.0,33.0,2.0
8358,others,1550.0,3.0,3.0,110.0,3.0
8359,others,500.0,1.0,0.0,20.0,1.0
8360,others,1146.0,2.0,1.0,38.5,2.0
8361,others,3155.0,4.0,2.0,370.0,3.0
8362,others,1765.0,3.0,3.0,105.0,3.0
8363,others,1265.0,2.0,3.0,70.0,2.0
8364,others,1012.0,2.0,1.0,59.0,2.0
8365,others,2045.0,4.0,3.0,154.0,3.0
8366,others,4400.0,9.0,2.0,120.0,7.0
8367,others,2400.0,4.0,2.0,280.0,6.0
8368,others,581.91,2.0,1.0,25.0,1.0
8369,others,1158.0,2.0,2.0,85.0,3.0
8370,others,925.0,2.0,2.0,51.0,2.0
8371,others,1415.0,2.0,3.0,110.0,2.0
8372,others,1210.0,2.0,2.0,60.0,2.0
8373,others,1100.0,2.0,2.0,55.0,2.0
8374,others,4750.0,5.0,2.0,600.0,4.0
8375,others,1840.0,3.0,2.0,155.0,3.0
8376,others,1350.0,2.0,1.0,185.0,2.0
8377,others,824.0,2.0,0.0,60.0,2.0
8378,others,1340.0,2.0,1.0,100.0,3.0
8379,others,1620.0,2.0,1.0,110.0,3.0
8380,others,1533.0,3.0,2.0,115.0,3.0
8381,others,1560.0,3.0,2.0,85.0,3.0
8382,others,1375.0,2.0,3.0,48.06,3.0
8383,others,750.0,1.0,2.0,25.0,1.0
8384,others,1375.0,2.0,3.0,85.0,3.0
8385,others,1095.0,2.0,0.0,40.0,2.0
8386,others,1440.0,2.0,2.0,60.33,3.0
8387,others,1200.0,2.0,1.0,49.5,2.0
8388,others,975.0,2.0,1.0,43.0,2.0
8389,others,2800.0,4.0,2.0,200.0,5.0
8390,others,900.0,2.0,2.0,42.0,2.0
8391,others,1500.0,3.0,2.0,88.0,3.0
8392,others,1010.0,2.0,2.0,46.0,2.0
8393,others,1140.0,2.0,1.0,76.0,2.0
8394,others,1198.0,2.0,1.0,84.0,2.0
8395,others,4000.0,4.0,1.0,520.0,4.0
8396,others,1470.0,4.0,2.0,34.5,4.0
8397,others,1370.0,2.0,2.0,75.0,2.0
8398,others,1316.0,2.0,3.0,55.5,2.0
8399,others,1050.0,2.0,1.0,43.0,2.0
8400,others,2400.0,7.0,2.0,110.0,6.0
8401,others,1000.0,1.0,1.0,55.0,2.0
8402,others,1200.0,2.0,2.0,125.0,2.0
8403,others,1200.0,2.0,2.0,50.0,2.0
8404,others,1313.0,2.0,1.0,58.27,2.0
8405,others,936.0,2.0,2.0,42.0,2.0
8406,others,1050.0,1.0,1.0,70.0,1.0
8407,others,1200.0,2.0,0.0,80.0,3.0
8408,others,1464.0,3.0,2.0,56.0,3.0
8409,others,1256.0,2.0,1.0,60.0,2.0
8410,others,1020.0,2.0,1.0,37.0,2.0
8411,others,830.0,2.0,0.0,34.0,2.0
8412,others,1210.0,2.0,2.0,40.0,2.0
8413,others,1520.0,2.0,3.0,62.0,2.0
8414,others,2300.0,3.0,2.0,80.0,3.0
8415,others,400.0,1.0,0.0,14.0,1.0
8416,others,946.0,2.0,1.0,38.0,2.0
8417,others,1575.0,4.0,0.0,150.0,5.0
8418,others,860.0,1.0,1.0,43.0,2.0
8419,others,4800.0,5.0,3.0,629.0,4.0
8420,others,1200.0,2.0,2.0,70.0,2.0
8421,others,1700.0,3.0,2.0,80.0,3.0
8422,others,1100.0,2.0,1.0,60.0,2.0
8423,others,6040.0,4.0,2.0,170.0,5.0
8424,others,1300.0,2.0,1.0,79.0,2.0
8425,others,1311.0,2.0,2.0,48.0,2.0
8426,others,3500.0,4.0,3.0,350.0,4.0
8427,others,1400.0,2.0,2.0,55.0,3.0
8428,others,1000.0,2.0,0.0,110.0,3.0
8429,others,1942.0,3.0,2.0,102.0,3.0
8430,others,1000.0,2.0,2.0,53.0,2.0
8431,others,950.0,2.0,2.0,45.0,2.0
8432,others,1022.0,2.0,2.0,52.0,2.0
8433,others,2000.0,3.0,2.0,25.0,4.0
8434,others,990.0,2.0,1.0,44.55,2.0
8435,others,2400.0,3.0,1.0,260.0,3.0
8436,others,1533.0,3.0,2.0,85.0,3.0
8437,others,1475.0,3.0,2.0,70.0,3.0
8438,others,1135.0,2.0,3.0,55.0,2.0
8439,others,1452.55,2.0,3.0,110.0,2.0
8440,others,2357.0,3.0,2.0,151.0,3.0
8441,others,1170.0,2.0,3.0,105.0,2.0
8442,others,1411.0,3.0,2.0,91.72,3.0
8443,others,1200.0,3.0,2.0,44.0,2.0
8444,others,3095.0,3.0,3.0,375.0,3.0
8445,others,1350.0,2.0,1.0,67.5,2.0
8446,others,1100.0,3.0,1.0,78.0,3.0
8447,others,1240.0,2.0,2.0,43.79,2.0
8448,others,3600.0,4.0,2.0,365.0,4.0
8449,others,1175.0,2.0,2.0,48.27,2.0
8450,others,4000.0,4.0,3.0,170.0,4.0
8451,others,1945.0,3.0,3.0,120.0,3.0
8452,others,1465.0,2.0,3.0,74.72,3.0
8453,others,1650.0,3.0,1.0,165.0,3.0
8454,others,1550.0,2.0,1.0,150.0,3.0
8455,others,1360.0,2.0,1.0,59.27,3.0
8456,others,1150.0,2.0,1.0,75.0,3.0
8457,others,1200.0,3.0,1.0,74.0,3.0
8458,others,1229.0,3.0,1.0,86.03,3.0
8459,others,1030.0,2.0,3.0,61.0,2.0
8460,others,600.0,1.0,0.0,32.0,1.0
8461,others,1165.0,2.0,1.0,135.0,2.0
8462,others,1107.0,2.0,2.0,33.0,2.0
8463,others,1520.0,3.0,3.0,80.0,3.0
8464,others,3000.0,4.0,2.0,240.0,4.0
8465,others,1050.0,2.0,1.0,38.0,2.0
8466,others,1315.0,2.0,2.0,90.0,2.0
8467,others,1210.0,2.0,2.0,72.0,2.0
8468,others,11338.0,9.0,1.0,1000.0,6.0
8469,others,1215.0,3.0,1.0,42.2,3.0
8470,others,30000.0,4.0,2.0,2100.0,4.0
8471,others,1445.0,3.0,2.0,64.0,3.0
8472,others,1170.0,2.0,2.0,68.0,2.0
8473,others,1600.0,2.0,2.0,110.0,2.0
8474,others,955.0,1.0,2.0,34.01,2.0
8475,others,1370.0,2.0,2.0,75.0,3.0
8476,others,1187.0,2.0,2.0,45.0,2.0
8477,others,1980.0,3.0,2.0,224.0,3.0
8478,others,1100.0,2.0,1.0,38.45,2.0
8479,others,1700.0,3.0,1.0,97.0,3.0
8480,others,1900.0,3.0,3.0,160.0,3.0
8481,others,1360.0,3.0,3.0,55.0,3.0
8482,others,1100.0,2.0,1.0,75.0,2.0
8483,others,1929.0,3.0,2.0,115.0,3.0
8484,others,3161.0,4.0,3.0,214.0,4.0
8485,others,1020.0,2.0,2.0,40.0,2.0
8486,others,3515.0,3.0,1.0,420.0,3.0
8487,others,1051.0,2.0,1.0,33.0,2.0
8488,others,1100.0,2.0,1.0,70.0,2.0
8489,others,1455.0,2.0,2.0,56.0,3.0
8490,others,4200.0,4.0,2.0,255.0,4.0
8491,others,1200.0,2.0,0.0,55.0,2.0
8492,others,700.0,1.0,1.0,41.0,1.0
8493,others,1300.0,2.0,1.0,49.0,3.0
8494,others,1400.0,2.0,1.0,67.0,2.0
8495,others,1200.0,2.0,0.0,53.0,2.0
8496,others,1535.0,3.0,1.0,55.0,3.0
8497,others,3000.0,3.0,0.0,250.0,3.0
8498,others,1100.0,2.0,3.0,61.0,2.0
8499,others,1260.0,1.0,0.0,41.0,1.0
8500,others,1500.0,1.0,0.0,37.5,1.0
8501,others,600.0,1.0,1.0,17.0,1.0
8502,others,1360.0,2.0,2.0,65.0,3.0
8503,others,1165.0,2.0,2.0,75.0,2.0
8504,others,1272.0,4.0,0.0,75.0,3.0
8505,others,965.0,2.0,1.0,45.0,2.0
8506,others,1600.0,5.0,2.0,140.0,5.0
8507,others,780.0,2.0,2.0,25.0,2.0
8508,others,1000.0,2.0,1.0,65.0,3.0
8509,others,1121.0,2.0,1.0,43.72,2.0
8510,others,2400.0,4.0,2.0,325.0,3.0
8511,others,674.0,1.0,1.0,19.9,2.0
8512,others,1463.0,1.0,1.0,142.0,2.0
8513,others,1306.0,2.0,2.0,58.0,3.0
8514,others,2401.0,3.0,2.0,185.0,3.0
8515,others,1875.0,2.0,3.0,235.0,3.0
8516,others,1225.0,2.0,2.0,47.0,2.0
8517,others,890.0,1.0,1.0,75.0,1.0
8518,others,1110.0,2.0,2.0,51.0,2.0
8519,others,1300.0,2.0,0.0,54.0,2.0
8520,others,2400.0,3.0,2.0,290.0,3.0
8521,others,960.0,2.0,2.0,32.0,2.0
8522,others,1690.0,3.0,2.0,100.0,3.0
8523,others,799.0,2.0,1.0,38.0,2.0
8524,others,1355.0,3.0,1.0,61.0,3.0
8525,others,1350.0,2.0,0.0,90.0,2.0
8526,others,1460.0,3.0,2.0,88.0,3.0
8527,others,1685.0,3.0,2.0,95.0,3.0
8528,others,800.0,1.0,0.0,52.0,1.0
8529,others,4000.0,5.0,1.0,280.0,4.0
8530,others,1100.0,2.0,2.0,53.0,2.0
8531,others,792.0,2.0,1.0,70.0,2.0
8532,others,2000.0,4.0,1.0,103.0,5.0
8533,others,1147.0,2.0,1.0,54.0,2.0
8534,others,2400.0,5.0,2.0,235.0,5.0
8535,others,2100.0,3.0,1.0,75.0,3.0
8536,others,1215.0,2.0,2.0,46.5,3.0
8537,others,461.82,1.0,1.0,31.7,1.0
8538,others,1500.0,2.0,0.0,85.0,3.0
8539,others,1065.0,2.0,3.0,50.0,2.0
8540,others,1205.0,2.0,2.0,42.18,2.0
8541,others,1260.0,2.0,1.0,75.0,2.0
8542,others,1199.0,2.0,2.0,50.0,2.0
8543,others,12000.0,12.0,2.0,525.0,10.0
8544,others,1070.0,2.0,2.0,33.0,2.0
8545,others,2820.0,3.0,2.0,285.0,3.0
8546,others,1950.0,3.0,2.0,130.0,3.0
8547,others,1326.0,2.0,1.0,62.17,2.0
8548,others,1350.0,2.0,2.0,140.0,3.0
8549,others,4051.0,4.0,3.0,345.0,4.0
8550,others,2100.0,3.0,3.0,170.0,3.0
8551,others,1991.0,3.0,2.0,160.0,3.0
8552,others,1234.0,2.0,1.0,61.0,2.0
8553,others,1200.0,3.0,2.0,66.0,3.0
8554,others,2220.0,4.0,2.0,65.0,3.0
8555,others,3000.0,4.0,3.0,342.0,4.0
8556,others,2400.0,6.0,2.0,245.0,6.0
8557,others,1069.0,2.0,2.0,55.0,2.0
8558,others,1375.0,2.0,1.0,105.0,2.0
8559,others,1693.0,3.0,2.0,108.0,3.0
8560,others,1160.0,2.0,1.0,41.75,2.0
8561,others,900.0,2.0,1.0,45.0,2.0
8562,others,1175.0,2.0,1.0,48.0,2.0
8563,others,1200.0,2.0,2.0,50.0,2.0
8564,others,600.0,2.0,1.0,23.0,2.0
8565,others,1364.0,2.0,2.0,70.0,2.0
8566,others,1150.0,2.0,2.0,77.5,3.0
8567,others,1146.0,2.0,1.0,39.5,2.0
8568,others,1110.0,2.0,2.0,41.0,2.0
8569,others,1156.0,2.0,2.0,49.5,2.0
8570,others,1058.0,2.0,2.0,60.0,2.0
8571,others,900.0,1.0,1.0,30.0,1.0
8572,others,1672.0,3.0,2.0,150.0,3.0
8573,others,1500.0,2.0,2.0,65.0,3.0
8574,others,1400.0,2.0,2.0,65.0,2.0
8575,others,1250.0,3.0,2.0,139.0,3.0
8576,others,1468.0,3.0,2.0,130.0,2.0
8577,others,1166.0,2.0,1.0,53.0,2.0
8578,others,900.0,2.0,3.0,46.0,2.0
8579,others,1190.0,3.0,1.0,55.0,3.0
8580,others,1480.0,2.0,0.0,145.0,3.0
8581,others,1500.0,3.0,2.0,65.0,3.0
8582,others,820.0,2.0,2.0,24.0,2.0
8583,others,2280.0,3.0,2.0,285.0,3.0
8584,others,2000.0,3.0,2.0,200.0,3.0
8585,others,1033.0,2.0,2.0,32.0,3.0
8586,others,1460.0,2.0,3.0,73.0,3.0
8587,others,1080.0,2.0,2.0,75.0,3.0
8588,others,2400.0,2.0,1.0,150.0,3.0
8589,others,1070.0,2.0,1.0,35.0,2.0
8590,others,1125.0,2.0,1.0,75.0,2.0
8591,others,1596.0,3.0,0.0,95.0,3.0
8592,others,1639.0,3.0,3.0,123.0,3.0
8593,others,920.0,2.0,3.0,37.0,2.0
8594,others,1740.0,3.0,2.0,199.0,3.0
8595,others,1372.0,2.0,1.0,90.0,3.0
8596,others,885.0,2.0,3.0,40.0,2.0
8597,others,6200.0,5.0,2.0,720.0,5.0
8598,others,1490.0,2.0,1.0,59.6,3.0
8599,others,1650.0,4.0,0.0,99.0,4.0
8600,others,925.0,2.0,2.0,63.0,2.0
8601,others,1200.0,3.0,1.0,95.0,4.0
8602,others,1200.0,2.0,0.0,79.0,2.0
8603,others,2500.0,3.0,2.0,270.0,3.0
8604,others,1584.0,3.0,2.0,145.0,4.0
8605,others,1570.0,3.0,1.0,115.0,3.0
8606,others,3000.0,3.0,3.0,400.0,3.0
8607,others,2400.0,6.0,0.0,130.0,6.0
8608,others,1680.0,3.0,2.0,85.0,3.0
8609,others,1464.0,2.0,2.0,56.0,2.0
8610,others,1750.0,3.0,1.0,180.0,3.0
8611,others,1500.0,1.0,0.0,160.0,2.0
8612,others,2100.0,6.0,2.0,275.0,6.0
8613,others,1200.0,2.0,3.0,50.0,2.0
8614,others,705.0,1.0,2.0,36.5,1.0
8615,others,1340.0,3.0,3.0,77.0,3.0
8616,others,1800.0,3.0,2.0,70.0,3.0
8617,others,925.0,2.0,3.0,42.0,2.0
8618,others,1230.0,2.0,2.0,57.0,2.0
8619,others,1260.0,1.0,1.0,41.0,1.0
8620,others,1200.0,2.0,1.0,125.0,2.0
8621,others,1270.0,2.0,1.0,175.0,4.0
8622,others,1200.0,3.0,2.0,130.0,3.0
8623,others,3595.0,6.0,2.0,360.0,4.0
8624,others,1100.0,2.0,1.0,39.5,2.0
8625,others,3100.0,5.0,1.0,385.0,4.0
8626,others,1219.0,2.0,2.0,40.0,2.0
8627,others,1200.0,4.0,1.0,150.0,4.0
8628,others,3259.0,3.0,0.0,270.0,3.0
8629,others,3200.0,3.0,3.0,190.0,4.0
8630,others,970.0,2.0,1.0,40.0,2.0
8631,others,596.0,1.0,1.0,42.0,1.0
8632,others,10000.0,16.0,2.0,550.0,16.0
8633,others,1200.0,4.0,3.0,110.0,4.0
8634,others,1910.0,3.0,1.0,190.0,3.0
8635,others,1405.0,2.0,2.0,70.0,3.0
8636,others,1800.0,3.0,3.0,65.0,3.0
8637,others,1750.0,3.0,3.0,149.0,3.0
8638,others,1360.0,2.0,1.0,65.0,3.0
8639,others,985.0,2.0,1.0,63.0,2.0
8640,others,1300.0,2.0,1.0,129.0,2.0
8641,others,1490.0,2.0,3.0,88.0,3.0
8642,others,620.0,1.0,1.0,25.0,2.0
8643,others,4428.0,4.0,2.0,255.0,4.0
8644,others,1301.0,2.0,2.0,55.0,2.0
8645,others,650.0,1.0,0.0,30.0,1.0
8646,others,1500.0,2.0,2.0,89.99,3.0
8647,others,1350.0,4.0,2.0,145.0,4.0
8648,others,910.0,1.0,1.0,42.0,1.0
8649,others,1250.0,3.0,2.0,39.0,3.0
8650,others,2000.0,3.0,2.0,85.0,3.0
8651,others,532.0,1.0,1.0,22.49,1.0
8652,others,1060.0,3.0,1.0,62.0,3.0
8653,others,902.0,2.0,2.0,42.0,2.0
8654,others,1550.0,2.0,3.0,160.0,2.0
8655,others,1374.0,2.0,2.0,70.0,3.0
8656,others,2145.0,4.0,2.0,125.0,4.0
8657,others,1080.0,2.0,1.0,55.0,2.0
8658,others,1000.0,2.0,1.0,80.0,2.0
8659,others,1240.0,2.0,2.0,52.6,2.0
8660,others,1500.0,2.0,0.0,97.0,3.0
8661,others,1865.0,4.0,2.0,140.0,3.0
8662,others,1200.0,2.0,2.0,49.0,2.0
8663,others,3500.0,4.0,2.0,245.0,4.0
8664,others,1203.0,2.0,1.0,59.86,2.0
8665,others,1600.0,3.0,2.0,76.0,3.0
8666,others,1134.0,2.0,1.0,40.0,2.0
8667,others,1320.0,2.0,2.0,73.0,3.0
8668,others,2150.0,6.0,3.0,205.0,6.0
8669,others,1100.0,2.0,2.0,56.1,2.0
8670,others,2400.0,5.0,2.0,120.0,5.0
8671,others,675.0,3.0,1.0,52.0,2.0
8672,others,1801.0,3.0,2.0,139.0,3.0
8673,others,1350.0,2.0,2.0,65.0,3.0
8674,others,2990.0,4.0,2.0,324.0,4.0
8675,others,2400.0,2.0,1.0,160.0,2.0
8676,others,1250.0,3.0,2.0,40.0,3.0
8677,others,1150.0,2.0,1.0,75.0,2.0
8678,others,1200.0,3.0,2.0,165.0,3.0
8679,others,1400.0,2.0,2.0,62.0,3.0
8680,others,1488.0,2.0,3.0,60.0,3.0
8681,others,4500.0,9.0,2.0,166.0,9.0
8682,others,1853.0,3.0,2.0,82.0,3.0
8683,others,861.0,2.0,1.0,35.0,2.0
8684,others,1256.0,2.0,1.0,62.8,2.0
8685,others,1390.0,2.0,2.0,80.0,3.0
8686,others,1550.0,2.0,2.0,90.0,3.0
8687,others,1310.0,2.0,1.0,37.83,3.0
8688,others,1080.0,2.0,2.0,39.0,2.0
8689,others,1500.0,4.0,0.0,110.0,4.0
8690,others,1531.0,3.0,2.0,72.0,3.0
8691,others,1839.0,3.0,3.0,165.0,3.0
8692,others,1200.0,2.0,2.0,55.0,2.0
8693,others,900.0,2.0,1.0,70.0,2.0
8694,others,1200.0,6.0,3.0,70.0,4.0
8695,others,1500.0,3.0,2.0,149.0,3.0
8696,others,1650.0,2.0,1.0,52.0,3.0
8697,others,1100.0,2.0,1.0,38.0,2.0
8698,others,750.0,2.0,0.0,50.0,1.0
8699,others,600.0,3.0,2.0,75.0,2.0
8700,others,1605.0,2.0,3.0,85.0,3.0
8701,others,1205.0,2.0,2.0,60.0,2.0
8702,others,1200.0,3.0,1.0,46.14,2.0
8703,others,1500.0,1.0,1.0,19.5,1.0
8704,others,1125.0,2.0,1.0,44.0,2.0
8705,others,1200.0,2.0,0.0,70.0,2.0
8706,others,1200.0,2.0,1.0,160.0,2.0
8707,others,1904.0,3.0,3.0,155.0,3.0
8708,others,2770.0,4.0,3.0,315.0,3.0
8709,others,813.0,1.0,1.0,39.0,1.0
8710,others,3884.0,4.0,3.0,240.0,4.0
8711,others,4750.0,2.0,1.0,120.0,4.0
8712,others,1630.0,2.0,2.0,97.78,3.0
8713,others,1090.0,2.0,1.0,36.0,2.0
8714,others,2425.0,4.0,3.0,173.0,4.0
8715,others,1150.0,2.0,1.0,56.0,2.0
8716,others,1141.0,2.0,2.0,49.0,2.0
8717,others,936.0,2.0,2.0,43.0,2.0
8718,others,1280.0,2.0,1.0,75.0,2.0
8719,others,735.0,1.0,1.0,75.0,1.0
8720,others,500.0,1.0,0.0,24.0,1.0
8721,others,1100.0,2.0,1.0,50.0,2.0
8722,others,1200.0,4.0,0.0,145.0,3.0
8723,others,1200.0,2.0,1.0,100.0,2.0
8724,others,1200.0,3.0,1.0,160.0,3.0
8725,others,1265.0,2.0,1.0,82.0,3.0
8726,others,3200.0,5.0,1.0,150.0,4.0
8727,others,1196.0,2.0,2.0,56.81,2.0
8728,others,1850.0,3.0,3.0,98.0,3.0
8729,others,2360.0,4.0,2.0,150.0,4.0
8730,others,1030.0,2.0,1.0,77.25,2.0
8731,others,1512.0,1.0,2.0,65.01,2.0
